,question,golden_answer,answer,judge,model
1722,when was the last episode of vampire diaries aired,"March 10, 2017","The last episode of Vampire Diaries aired on March 10, 2017.",True,chatgpt
1723,who played ashley on the young and the restless,Brenda Epperson,Eileen Davidson played Ashley Abbott on The Young and the Restless.,True,chatgpt
1725,who is pictured on the 5000 dollar bill,James Madison,"There is no 5000 dollar bill in circulation in the United States. The highest denomination of U.S. currency currently in circulation is the $100 bill, which features a portrait of Benjamin Franklin. However, there have been $5000 bills in the past, which featured a portrait of James Madison. These bills were last printed in 1945 and were officially discontinued in 1969.",True,chatgpt
1727,who wrote the song balls to the wall,Deaffy,"The song ""Balls to the Wall"" was written by the German heavy metal band Accept, with lyrics by lead vocalist Udo Dirkschneider and music by guitarist Wolf Hoffmann.",True,chatgpt
1728,who talks for belle in beauty and the beast,Julie Nathanson,Belle is voiced by actress Paige O'Hara in the original 1991 animated film Beauty and the Beast.,True,chatgpt
1729,what is a coherent set of values and beliefs about public policy called,a political ideology,A coherent set of values and beliefs about public policy is called an ideology.,True,chatgpt
1730,when do liam and annie get together season 3,Holiday Madness,"As an AI language model, I do not have personal opinions or preferences. However, Liam and Annie get together in season 3, episode 12 of the TV series ""90210"".",False,chatgpt
1731,what breed of cat has spots and stripes,tabby,The Bengal cat breed has spots and stripes.,False,chatgpt
1732,who voiced simba in the lion king 2,Matthew Broderick,Matthew Broderick voiced Simba in The Lion King 2: Simba's Pride.,True,chatgpt
1733,when did the angel of the north get built,1998,The Angel of the North was built between 1994 and 1998.,True,chatgpt
1734,when did mcgee became a regular on ncis,in season two,"McGee became a regular character on NCIS in the show's second season, which premiered on September 28, 2004.",True,chatgpt
1735,when was 1 john 5 7 added to the bible,the 9th century,"As an AI language model, I must state that there is a controversy surrounding the inclusion of 1 John 5:7 in the Bible. This verse, also known as the Comma Johanneum, is not found in the earliest Greek manuscripts of the New Testament and is believed to have been added later by scribes. Some scholars believe that it was added in the 4th or 5th century, while others believe it was added even later. However, it is important to note",False,chatgpt
1737,who is jojo in horton hears a who,Jesse McCartney,"Jojo is a small kangaroo who lives in Whoville in the book ""Horton Hears a Who!"" by Dr. Seuss. He is known for his unique talent of playing the ""Yopp"" on his bugle, which ultimately helps save the Whos from destruction.",False,chatgpt
1738,the part of the cytoskeleton made from the protein actin is called,Microfilaments,the actin filaments or microfilaments.,True,chatgpt
1739,who plays jack in battle of the sexes,Bill Pullman,Steve Carell plays Bobby Riggs (not Jack) in the movie Battle of the Sexes. Emma Stone plays Billie Jean King.,False,chatgpt
1741,when did the royal proclamation of 1763 end,the American Revolutionary War,"The Royal Proclamation of 1763 was never officially ended, but some of its provisions were gradually repealed or modified over time. For example, the Proclamation's ban on settlement west of the Appalachian Mountains was lifted by the Quebec Act of 1774, and the Treaty of Paris in 1783 recognized American independence and ceded much of the territory east of the Mississippi River to the United States. However, the Proclamation's recognition of Indigenous sovereignty and land rights remains an important legal and political",False,chatgpt
1742,the tenure of the office of the lokayukt of up,eight years,"The tenure of the office of the Lokayukt of Uttar Pradesh is five years or until the age of 70 years, whichever is earlier. The Lokayukt can be removed from office only by impeachment by the State Legislature on the grounds of proven misbehavior or incapacity.",False,chatgpt
1743,when did response to state of the union start,in 1966,The response to the State of the Union address by the opposition party or a designated individual began in 1966.,True,chatgpt
1744,who had the most governmental power under the articles of confederation,the states,"Under the Articles of Confederation, the state governments had the most governmental power. The central government was intentionally weak and had limited powers, including the ability to declare war, make treaties, and regulate trade. However, it did not have the power to tax or enforce laws, which made it difficult to govern effectively.",True,chatgpt
1746,who donates a christmas tree to trafalgar square,"Oslo, Norway",Norway donates a Christmas tree to Trafalgar Square every year as a symbol of gratitude for Britain's support during World War II.,True,chatgpt
1747,who starred in the movie on golden pond,William Lanteau,"The movie ""On Golden Pond"" starred Katharine Hepburn, Henry Fonda, and Jane Fonda.",True,chatgpt
1748,isdn uses b & d channels. what is d channel use for,control and signaling information,"The D channel in ISDN (Integrated Services Digital Network) is used for signaling and control purposes. It carries information about call setup, teardown, and other call-related information between the user's equipment and the network. The D channel is responsible for managing the B channels, which carry the actual voice or data traffic.",True,chatgpt
1749,what is the rate limiting enzyme of kreb's cycle,Isocitrate dehydrogenase,The rate limiting enzyme of the Krebs cycle is isocitrate dehydrogenase (IDH).,True,chatgpt
1750,when was the taj mahal built and completed,1632–53,The Taj Mahal was built between 1632 and 1653 and was completed in 1653.,True,chatgpt
1751,which supreme court judge has surved in international court of justice,Dalveer Bhandari,Dalveer Bhandari is the Supreme Court judge who has served in the International Court of Justice.,True,chatgpt
1752,who is known as father of green revolution in india,Mankombu Sambasivan Swaminathan,Dr. M. S. Swaminathan is known as the father of green revolution in India.,True,chatgpt
1753,who sing say you won't let go,James Arthur,"James Arthur sings ""Say You Won't Let Go"".",True,chatgpt
1754,who monitor the recovery of the location during a disaster,management team,"Disaster response and recovery efforts are typically coordinated by government agencies such as FEMA (Federal Emergency Management Agency) in the United States, or the National Disaster Management Authority (NDMA) in India. These agencies work closely with local authorities, emergency services, and other organizations to monitor the recovery of the affected location during and after a disaster. They may also work with international organizations such as the United Nations to coordinate relief efforts and provide assistance to affected communities. Additionally, non-governmental organizations (NGOs)",True,chatgpt
1755,where does the synthesis of new dna from existing dna occurs,origins of replication,"The synthesis of new DNA from existing DNA occurs during the S phase of the cell cycle in the nucleus of eukaryotic cells. In prokaryotic cells, it occurs in the cytoplasm. The process is called DNA replication and involves the unwinding of the double helix, separation of the two strands, and the building of new complementary strands using the existing strands as templates.",True,chatgpt
