,question,golden_answer,answer,judge,model
2149,when was theme from a summer place released,1960,"“Theme from A Summer Place” is a song with lyrics by Mack Discant and music by Max Steiner, written for the 1959 film A Summer Place.  The most popular version of the theme was an instrumental orchestral arrangement by Percy Faith and his Orchestra. It was released in September 1959 as a single on Columbia Records1.",True,newbing
2150,when did athens emerges as wealthiest greek city state,the late 6th century BCE,Athens emerged as the dominullt economic power in Greece around the late sixth century BCE. Its power and wealth were further bolstered by the discovery of silver in the neighboring mountains1. Athens was at the center of an efficient trading system with other Greek city-states1.,True,newbing
2151,who sings war don't let me down,American production duo The Chainsmokers,"I’m sorry, but I couldn’t find any information about a song called “War Don’t Let Me Down”.",False,newbing
2152,what color is the cue ball in pool,white,"In pool, the cue ball is typically white.",True,newbing
2153,who plays the characters in yo gabba gabba,DJ Lance Rock,"Yo Gabba Gabba! is a children’s television series that features five costumed toys come-to-life and their friend DJ Lance Rock.  The characters are played by Wallace Robbins (as Muno), Sally Freeman (as Foofa), Robert Allen (as Plex), Tracy Fraun (as Brobee), Elvis Rock (as Toodee), and Jason Thornton (as DJ Lance Rock)1.",True,newbing
2154,name three large lakes other than the great lakes in the united states,Iliamna Lake,"Three large lakes in the United States other than the Great Lakes are Great Salt Lake in Utah, Lake of the Woods in Minnesota, and Iliamna Lake in Alaska1.",True,newbing
2155,how long prime minister stay in office canada,four years,"In Canada, there are no term limits for politicians, including the prime minister. The prime minister can stay in office as long as they have the support of their party and the confidence of the House of Commons1.",False,newbing
2156,where was the movie jeremiah johnson filmed at,Utah,"The movie Jeremiah Johnson was filmed in around 100 locations around Arizona and Utah in the early 1970s.  The movie was primarily filmed in Utah, including locations such as Zion National Park, Alpine Loop and Mt.  Timpanogos, Leeds, Snow Canyon, St. George, Sundance, Uinta National Forest, Ashley National Forest, and Wasatch-Cache National Forest1.",True,newbing
2157,when does grey's anatomy come back on in march,"March 1, 2018","I’m sorry, but I couldn’t find any information about a specific return date for Grey’s Anatomy in March.",False,newbing
2158,when do willow and tara get back together,Entropy,"Willow and Tara are characters from the television series Buffy the Vampire Slayer.  After a long and tense separation, Willow and Tara finally get back together in the Season 6 episode ""Entropy""1.",True,newbing
2159,who performed the first c section in 1794,Dr. Jesse Bennett,"In 1794, Jesse Bennett performed one of the first successful cesarean operations in the United States.  Following complications during his wife’s childbirth, Bennett made an incision through her lower abdomen and uterus to deliver their infant.  Bennett’s biographers report that his operation was the first cesarean section where both the pregnullt woman and the infant survived1.",True,newbing
2160,who sang in the movie i walk the line,Reese Witherspoon,"In the movie Walk the Line, Joaquin Phoenix and Reese Witherspoon did their own singing for their roles as Johnny Cash and June Carter Cash respectively1.  Other actors who performed their own singing in the film and on the soundtrack are Waylon Payne (who plays Jerry Lee Lewis in the film), Tyler Hilton (who plays Elvis Presley in the film), Jonathan Rice (who plays Roy Orbison in the film), and Shooter Jennings (who plays his father, Waylon Jennings).",True,newbing
2161,where did aeneas go when he left carthage,Sicily,"After leaving Carthage, Aeneas traveled westward and eventually made his way to Rome, which was then called Latium1.",False,newbing
2164,where was the capital of the habsburg empire located,Prague,"The capital of the Habsburg Empire was located in Vienna, Austria1.",True,newbing
2165,who plays general hux in the last jedi,Domhnall Gleeson,"General Hux is a character in the Star Wars sequel trilogy and is portrayed by actor Domhnall Gleeson.  He appears in Star Wars: The Force Awakens (2015), Star Wars: The Last Jedi (2017), and Star Wars: The Rise of Skywalker (2019).",True,newbing
2167,when were the winnie the pooh books written,1924,"The first Winnie the Pooh book was published on October 14, 1926 by Methuen & Co.  in England and by E.  P. Dutton in the United States1.",True,newbing
2168,where does the electron transport chain pumps protons,mitochondrial membrane,The electron transport chain pumps protons across the inner membrane of the mitochondria in eukaryotic cells and across the plasma membrane in prokaryotic cells.  This creates a proton gradient that is used to generate ATP through chemiosmosis.,True,newbing
2169,who played tom on as the world turns,Jason Kincaid (1984),"Tom Hughes is a fictional character on the CBS daytime soap opera As The World Turns.  The character has been played by several actors over the years.  For most of the last two decades of the show, Tom was played by Scott Holmes 1.",True,newbing
2170,who wrote the theme song for mission impossible,Lalo Schifrin,The theme song for the original Mission Impossible television series was composed by Lalo Schifrin.  The iconic tune has been used in subsequent Mission Impossible movies and has become synonymous with the franchise.,True,newbing
2171,where is the slide placed on the microscope,stage,"On a microscope, the slide is placed on the stage.  The stage is the flat platform where the slide is placed for viewing.  It usually has clips to hold the slide in place.",True,newbing
2172,wolf of wall street number of f words,569,"The Wolf of Wall Street, directed by Martin Scorsese, is known for its use of profanity. The movie has been reported to have used the F-word 506 times1.",False,newbing
2173,where was the flag placed on the moon,Hadley–Apennine,"The United States is the only country where people have physically placed flags on the moon.  The first American flag was erected on the Moon on July 21, 1969 by Buzz Aldrin during the Apollo 11 mission 1.  Six such flag assemblies were planted on the Moon during subsequent Apollo missions 1.",False,newbing
2177,malcom in the middle season 1 episode 3,Home Alone 4,"Season 1 Episode 3 of Malcolm in the Middle is titled “Home Alone 4”.  In this episode, while Hal and Lois are away for the weekend, Francis, visiting home from military school, is in charge of the house.  Right away his friends come over and mess it up, so Francis and the boys clean it up to show Francis is responsible and might be allowed to leave military school and come home. All goes well…until a shelf falls on Malcolm, injuring him1.",True,newbing
2178,who starred in the remake of true grit,Hailee Steinfeld,"The 2010 remake of True Grit was directed by Joel and Ethan Coen and starred Jeff Bridges as Deputy U. S.  Marshal Reuben J. “Rooster” Cogburn, Matt Damon as LaBoeuf, Hailee Steinfeld as Mattie Ross, and Josh Brolin as Tom Chaney1.",True,newbing
